,S2AQ21A,S1Q2A,S1Q2B,S1Q2C1,S1Q2C3,S1Q2C4,S1Q2E,S1Q6A
893,3,1,1, , , ,5,7
894,5,1,1, , , ,14,12
895,5,1,1, , , , ,7
896,2,1,2, , , , ,10
897,2,1,1, , , , ,12
898,1,1,1, , , , ,12
899,5,1,1, , , , ,9
900,10,1,1, , , ,14,11
901,5,1,2, , , , ,12
902,9,1,2, , , , ,8
903,6,1,1, , , , ,8
904,4,1,1, , , , ,10
905,7,1,1, , , , ,4
906,6,1,1, , , , ,4
907,3,1,1, , , , ,10
908,10,1,1, , , ,9,1
909,7,1,1, , , , ,11
910,9,1,1, , , , ,10
911, ,1,1, , , , ,10
912,3,1,1, , , , ,13
913,1,1,1, , , , ,10
914,4,1,1, , , , ,12
915, ,1,1, , , , ,4
916,6,1,1, , , ,16,11
917,99,1,1, , , , ,12
918, ,1,1, , , ,17,10
919,1,1,1, , , , ,11
920,4,1,1, , , , ,12
921,2,1,1, , , , ,4
922,6,1,2, , , , ,8
923,10,1,1, , , ,10,7
924, ,1,1, , , , ,12
925,3,1,2, , , , ,10
926,4,1,1, , , , ,4
927,2,1,1, , , , ,14
928,5,1,1, , , , ,11
929,2,1,1, , , ,14,9
930,5,1,1, , , , ,10
931, ,1,2, , , , ,6
932,5,1,1, , , , ,9
933, ,1,1, , , , ,6
934,2,1,1, , , ,11,11
935, ,1,1, , , , ,6
936, ,1,1, , , , ,11
937,5,1,2, , , , ,4
938,3,1,1, , , , ,12
939, ,1,1, , , , ,12
940,10,1,1, , , ,99,8
941, ,1,1, , , , ,6
942,6,1,1, , , , ,8
943, ,1,1, , , , ,10
944, ,1,1, , , , ,12
945,10,1,1, , , , ,11
946,4,1,1, , , ,99,10
947, ,1,1, , , ,14,8
948,6,1,1, , , , ,9
949,8,1,1, , , , ,2
950,1,1,1, , , ,8,9
951,10,1,1, , , , ,10
952,9,1,1, , , , ,11
953,5,1,1, , , ,6,11
954,6,1,1, , , , ,10
955,10,1,1, , , , ,7
956, ,1,1, , , , ,14
957,4,1,1, , , , ,11
958,5,1,1, , , , ,10
959,9,1,1, , , , ,4
960,9,1,1, , , , ,8
961,10,1,1, , , , ,8
962,5,1,1, , , , ,14
963,10,1,1, , , , ,12
964,99,1,2, , , , ,7
965,7,1,1, , , , ,8
966,4,1,2, , , , ,12
967, ,1,2, , , , ,5
968, ,1,1, , , , ,8
969, ,1,1, , , , ,14
970, ,1,1, , , , ,12
971, ,1,1, , , ,5,8
972,3,1,1, , , , ,7
973,8,1,1, , , , ,10
974,3,1,1, , , ,8,10
975, ,1,1, , , , ,14
976,8,1,1, , , , ,12
977,5,1,1, , , , ,14
978,1,1,1, , , , ,8
979,6,1,1, , , , ,11
980, ,1,1, , , , ,10
981, ,1,1, , , , ,14
982,10,1,2, , , , ,7
983,5,1,2, , , , ,10
984,1,1,2, , , , ,10
985,4,1,1, , , ,15,10
986, ,1,2, , , , ,14
987,10,1,1, , , , ,8
988,5,1,2, , , , ,6
989,1,1,1, , , , ,7
990, ,1,2, , , , ,7
991, ,9, ,9,9,9, ,9
992,9,1,1, , , ,13,9
993,1,1,1, , , , ,9
994, ,1,1, , , , ,14
995,99,1,1, , , , ,8
996,10,1,1, , , , ,8
997,9,1,1, , , , ,12
998,9,1,1, , , , ,14
999,10,1,1, , , , ,8
1000, ,1,1, , , , ,4
1001, ,1,1, , , , ,10
1002,9,1,1, , , , ,7
1003,5,1,1, , , , ,9
1004,8,1,1, , , , ,14
1005, ,1,2, , , , ,11
1006,1,1,1, , , , ,14
1007,4,1,1, , , , ,8
1008,1,1,1, , , , ,10
1009,3,1,1, , , , ,11
1010,10,1,1, , , , ,8
1011,4,1,1, , , , ,9
1012,7,1,1, , , , ,12
1013, ,1,1, , , , ,8
1014, ,1,1, , , ,16,6
1015,4,1,1, , , , ,10
1016,4,1,1, , , , ,8
1017, ,1,1, , , , ,8
1018,7,1,1, , , , ,11
1019,10,1,1, , , , ,10
1020,99,1,1, , , , ,10
1021,1,1,2, , , , ,10
1022,10,1,1, , , ,16,8
1023,6,1,1, , , , ,14
1024,1,1,1, , , ,14,10
1025,9,1,1, , , , ,8
1026,6,1,1, , , , ,8
1027,7,1,2, , , , ,8
1028,5,1,2, , , , ,14
1029,5,1,1, , , , ,8
1030,10,1,2, , , , ,7
1031,5,1,1, , , , ,4
1032,6,1,1, , , , ,14
1033,6,2, ,2,2,1, ,7
1034, ,1,1, , , , ,12
1035,2,1,1, , , , ,10
1036,7,1,1, , , , ,12
1037, ,1,1, , , , ,7
1038, ,1,1, , , , ,8
1039,10,1,1, , , , ,12
1040,10,1,1, , , , ,4
1041, ,1,1, , , , ,11
1042,5,1,1, , , ,99,7
1043,10,1,1, , , , ,10
1044, ,1,1, , , , ,12
1045,9,1,1, , , ,13,8
1046,5,1,1, , , ,12,8
1047, ,1,1, , , , ,8
1048,1,1,1, , , , ,9
1049,5,2, ,2,2,2, ,8
1050,7,1,1, , , , ,12
1051,9,1,1, , , , ,13
1052,7,1,1, , , , ,10
1053,5,1,1, , , , ,4
1054,3,1,1, , , , ,12
1055,2,1,1, , , , ,10
1056,6,1,1, , , , ,11
1057,9,1,1, , , , ,7
1058,1,1,1, , , , ,12
1059,4,1,2, , , , ,7
1060,10,1,2, , , , ,10
1061,4,1,1, , , , ,11
1062, ,1,1, , , , ,8
1063, ,1,1, , , , ,8
1064,10,1,2, , , , ,8
1065,1,1,1, , , ,16,9
1066,5,1,1, , , , ,11
1067,10,1,1, , , , ,10
1068,6,1,1, , , , ,8
1069,6,1,2, , , , ,10
1070,10,1,1, , , , ,10
1071,1,1,1, , , , ,7
1072, ,1,1, , , , ,10
1073,9,1,2, , , , ,9
1074, ,1,1, , , , ,4
1075,99,1,1, , , ,11,10
1076,6,1,1, , , , ,11
1077,9,1,1, , , , ,10
1078,10,1,1, , , , ,14
1079,2,1,1, , , , ,10
1080,5,1,1, , , , ,11
1081,3,1,1, , , , ,10
1082,1,1,1, , , , ,8
1083,5,1,1, , , , ,9
1084,5,1,1, , , , ,8
1085,7,1,1, , , ,12,10
1086,9,1,1, , , , ,9
1087,5,1,1, , , ,13,14
1088, ,1,1, , , , ,6
1089, ,1,1, , , ,6,4
1090,10,1,1, , , , ,3
1091,3,1,2, , , , ,11
1092, ,1,1, , , , ,12
1093,7,1,1, , , ,3,10
1094,10,1,1, , , ,7,6
1095,9,1,1, , , ,5,12
1096, ,1,1, , , , ,8
1097,6,1,1, , , ,6,8
1098,5,1,1, , , ,8,10
1099,6,1,1, , , , ,10
1100,9,1,1, , , ,1,11
1101, ,1,1, , , , ,10
1102,5,1,1, , , , ,10
1103,2,1,1, , , ,7,12
1104,2,1,1, , , , ,9
1105, ,1,1, , , , ,12
1106,5,1,1, , , , ,12
1107, ,1,1, , , , ,8
1108,4,1,1, , , , ,12
1109,8,1,1, , , , ,8
1110,3,1,9, , , , ,11
1111, ,1,1, , , , ,8
1112,10,1,1, , , , ,8
1113, ,1,1, , , , ,10
1114, ,1,1, , , , ,8
1115,3,1,1, , , , ,7
1116,9,1,1, , , , ,10
1117,4,2, ,1,2,2, ,11
1118,10,2, ,2,2,2, ,12
1119,1,1,9, , , , ,8
1120,10,1,1, , , ,1,7
1121,5,1,1, , , ,1,10
1122,1,1,1, , , , ,8
1123,6,1,1, , , ,15,10
1124,3,1,1, , , , ,10
1125,3,1,1, , , , ,11
1126,7,1,2, , , , ,10
1127, ,1,1, , , , ,10
1128,6,1,1, , , , ,8
1129,5,1,1, , , , ,8
1130,4,1,1, , , , ,8
1131,7,1,1, , , , ,7
1132,1,1,1, , , , ,7
1133,3,1,1, , , , ,10
1134,3,1,1, , , ,4,10
1135,5,1,1, , , , ,8
1136,5,1,2, , , , ,9
1137,1,1,1, , , ,4,8
1138, ,1,1, , , , ,12
1139,1,1,1, , , , ,2
1140,10,1,1, , , , ,4
1141,5,1,1, , , ,9,10
1142,3,1,1, , , , ,8
1143, ,1,1, , , , ,12
1144,10,1,1, , , , ,14
1145,5,1,1, , , , ,7
1146,2,1,1, , , , ,7
1147,9,1,1, , , , ,10
1148, ,1,1, , , , ,11
1149,3,1,1, , , , ,8
1150,3,1,1, , , , ,14
1151,3,1,1, , , , ,14
1152,3,1,1, , , , ,7
1153, ,1,1, , , , ,9
1154,1,1,1, , , , ,10
1155,4,1,2, , , , ,10
1156,7,1,1, , , , ,10
1157,6,1,1, , , , ,8
1158,8,1,1, , , , ,12
1159,1,1,1, , , , ,8
1160, ,1,1, , , , ,10
1161,6,1,1, , , ,8,7
1162,10,1,1, , , , ,8
1163,5,1,1, , , , ,10
1164,1,1,1, , , , ,8
1165,6,1,1, , , , ,8
1166,7,1,1, , , ,8,11
1167,4,1,1, , , , ,8
1168,10,1,2, , , , ,11
1169,1,1,1, , , , ,9
1170,5,1,1, , , ,6,8
1171, ,1,1, , , , ,12
1172,5,1,1, , , , ,7
1173,7,1,1, , , , ,7
1174,4,1,1, , , , ,12
1175,7,1,2, , , , ,10
1176,5,1,1, , , , ,7
1177,2,1,1, , , , ,7
1178,3,1,1, , , , ,9
1179,10,1,1, , , , ,7
1180,7,1,1, , , , ,13
1181,5,1,1, , , , ,14
1182,10,1,1, , , ,5,8
1183,10,1,1, , , , ,8
1184,4,1,1, , , ,13,14
1185,5,1,1, , , ,7,6
1186,3,1,1, , , , ,13
1187,3,1,1, , , , ,8
1188,10,1,1, , , , ,4
1189,10,1,1, , , ,9,9
1190,4,1,1, , , , ,4
1191, ,1,1, , , , ,11
1192, ,1,1, , , ,5,8
1193,9,1,1, , , , ,5
1194,10,1,1, , , , ,4
1195,4,1,1, , , , ,10
1196,10,1,1, , , , ,3
1197,10,1,1, , , , ,6
1198,5,1,2, , , , ,10
1199, ,1,1, , , , ,13
1200,5,1,1, , , , ,8
1201,3,1,1, , , , ,14
1202,4,1,1, , , ,4,14
1203,6,1,1, , , ,7,8
1204, ,1,1, , , , ,8
1205,8,2, ,1,2,1, ,10
1206,8,1,1, , , , ,6
1207,10,1,1, , , ,2,1
1208,10,1,2, , , , ,10
1209,4,1,2, , , , ,8
1210, ,1,1, , , , ,10
1211,2,1,1, , , ,17,10
1212,1,1,1, , , , ,8
1213, ,1,1, , , , ,6
1214,3,1,1, , , , ,12
1215,5,1,1, , , , ,11
1216, ,1,1, , , , ,8
1217,9,1,1, , , , ,10
1218,1,1,1, , , , ,13
1219,10,1,1, , , , ,10
1220,10,1,1, , , , ,8
1221,1,1,1, , , , ,12
1222,3,1,1, , , ,15,12
1223,2,1,1, , , , ,12
1224,5,1,2, , , , ,12
1225,8,1,1, , , , ,13
1226,6,1,1, , , , ,10
1227, ,1,1, , , , ,10
1228,3,1,1, , , , ,10
1229,1,1,2, , , , ,9
1230,10,1,1, , , , ,10
1231,5,1,1, , , , ,13
1232,7,1,2, , , , ,8
1233,4,1,1, , , ,11,7
1234,6,1,1, , , , ,12
1235,4,1,1, , , ,6,10
1236,10,1,1, , , , ,10
1237, ,1,1, , , , ,8
1238,10,1,1, , , ,3,9
1239, ,1,1, , , , ,10
1240,8,1,1, , , , ,14
1241,10,2, ,2,2,2, ,11
1242,9,1,1, , , , ,10
1243,9,1,1, , , , ,10
1244,4,1,1, , , , ,9
1245,2,1,1, , , , ,10
1246,10,1,1, , , , ,13
1247,10,1,1, , , , ,14
1248, ,1,1, , , , ,9
1249, ,1,2, , , , ,7
1250,3,1,1, , , , ,10
1251,4,1,1, , , , ,4
1252, ,1,1, , , , ,12
1253,1,1,1, , , , ,10
1254,10,1,1, , , , ,8
1255, ,1,1, , , , ,10
1256,10,1,1, , , , ,10
1257,6,1,1, , , , ,8
1258, ,1,1, , , , ,7
1259,2,1,1, , , , ,2
1260,1,1,1, , , ,12,12
1261,5,1,1, , , , ,14
1262,9,1,2, , , , ,10
1263,3,1,1, , , , ,10
1264,7,1,2, , , , ,10
1265,5,1,1, , , , ,7
1266, ,1,1, , , , ,3
1267, ,1,1, , , , ,1
1268,10,1,1, , , , ,11
1269,7,1,1, , , , ,8
1270,9,1,2, , , , ,10
1271,1,1,1, , , , ,12
1272, ,1,1, , , , ,2
1273, ,1,1, , , , ,7
1274,1,1,1, , , , ,11
1275,7,1,1, , , , ,10
1276,1,1,1, , , , ,7
1277,5,1,1, , , , ,3
1278,10,1,1, , , ,4,8
1279,10,1,1, , , ,99,8
1280, ,1,2, , , , ,8
1281,10,1,1, , , , ,10
1282,2,1,1, , , , ,12
1283,8,1,1, , , , ,12
1284,4,1,2, , , , ,7
1285,6,1,1, , , , ,8
1286, ,1,1, , , , ,8
1287, ,2, ,2,2,2, ,10
1288,9,1,1, , , , ,10
1289,10,1,2, , , , ,7
1290, ,1,1, , , , ,2
1291,3,1,1, , , ,4,7
1292,4,1,1, , , , ,8
1293,5,1,1, , , , ,8
1294,10,1,1, , , , ,4
1295, ,1,2, , , , ,8
1296,10,1,2, , , , ,8
1297,5,1,1, , , ,4,10
1298,4,1,1, , , , ,14
1299,1,1,1, , , , ,10
1300,3,1,1, , , , ,14
1301, ,1,1, , , , ,14
1302,4,1,1, , , , ,10
1303,3,1,1, , , , ,12
1304, ,9, ,9,9,9, ,2
1305,10,1,1, , , , ,7
1306,10,1,2, , , , ,8
1307,3,1,1, , , , ,11
1308,7,1,2, , , , ,12
1309,7,1,2, , , , ,8
1310,5,1,1, , , , ,12
1311,3,1,1, , , , ,10
1312, ,1,1, , , , ,14
1313,8,1,1, , , , ,13
1314,10,1,1, , , , ,11
1315,3,1,1, , , , ,2
1316, ,2, ,2,2,2, ,6
1317,6,1,2, , , , ,8
1318,10,1,1, , , ,6,11
1319,10,1,1, , , ,13,4
1320,10,1,1, , , , ,8
1321,10,1,1, , , , ,10
1322, ,1,1, , , , ,11
1323,4,1,1, , , , ,4
1324,6,1,2, , , , ,10
1325,10,2, ,1,2,2,3,7
1326, ,1,1, , , , ,8
1327,3,1,1, , , ,5,7
1328,9,1,2, , , , ,8
1329,10,2, ,2,2,2, ,7
1330,1,1,1, , , , ,10
1331,5,1,1, , , , ,14
1332,10,1,2, , , , ,7
1333,5,1,1, , , , ,12
1334,4,1,1, , , , ,6
1335,4,1,2, , , , ,8
1336,6,1,1, , , , ,11
1337,8,1,1, , , , ,11
1338,8,1,2, , , , ,9
1339,10,1,1, , , ,1,12
1340, ,1,1, , , , ,3
1341,99,1,1, , , , ,8
1342,3,1,1, , , , ,12
1343, ,1,1, , , ,6,10
1344,7,1,1, , , , ,7
1345,10,1,1, , , , ,7
1346,5,1,1, , , ,16,10
1347, ,1,1, , , ,10,4
1348,9,1,1, , , ,11,8
1349,7,1,1, , , , ,14
1350,99,1,1, , , , ,8
1351,3,1,1, , , ,15,7
1352,7,1,1, , , ,5,11
1353,3,1,1, , , , ,11
1354,9,1,1, , , , ,10
1355,2,1,1, , , ,4,10
1356, ,1,1, , , , ,8
1357,4,1,1, , , ,3,12
1358, ,1,1, , , , ,8
1359,3,1,1, , , , ,9
1360,4,1,1, , , ,15,11
1361,10,1,1, , , , ,8
1362,10,1,2, , , , ,10
1363,10,1,1, , , , ,9
1364,10,1,1, , , , ,12
1365,6,1,1, , , ,7,10
1366,1,1,1, , , ,15,14
1367,3,1,1, , , ,12,10
1368, ,1,1, , , , ,8
1369, ,1,1, , , ,12,12
1370,4,1,1, , , , ,8
1371,10,1,1, , , , ,14
1372,5,1,1, , , , ,11
1373, ,1,1, , , , ,10
1374,1,2, ,2,2,2, ,3
1375, ,1,1, , , , ,4
1376, ,1,1, , , , ,12
1377,3,1,2, , , , ,8
1378, ,1,1, , , , ,10
1379,5,1,1, , , ,6,10
1380,3,1,2, , , , ,13
1381,4,1,2, , , , ,8
1382, ,1,1, , , , ,12
1383,3,1,1, , , , ,12
1384,7,1,2, , , , ,9
1385,5,1,1, , , , ,6
1386,10,1,1, , , , ,8
1387, ,1,1, , , , ,8
1388,2,1,1, , , , ,8
1389,5,1,1, , , ,5,11
1390,3,1,1, , , , ,12
1391,1,1,1, , , , ,13
1392,7,1,1, , , , ,10
1393,4,1,1, , , , ,11
1394,1,1,2, , , , ,7
1395,10,1,1, , , , ,8
1396,3,1,1, , , , ,11
1397, ,1,1, , , , ,7
1398,5,1,1, , , ,2,8
1399,5,1,1, , , , ,11
1400, ,1,1, , , ,8,3
1401,5,1,1, , , , ,11
1402, ,1,1, , , , ,9
1403,2,1,1, , , , ,9
1404,1,1,1, , , , ,4
1405,1,1,1, , , , ,8
1406, ,1,1, , , , ,11
1407, ,1,1, , , , ,8
1408, ,1,1, , , , ,7
1409,1,1,1, , , , ,10
1410,10,1,1, , , , ,4
1411,7,1,1, , , ,9,5
1412, ,1,2, , , , ,4
1413,1,1,1, , , , ,10
1414,1,1,1, , , ,13,5
1415,10,1,1, , , , ,7
1416,9,1,1, , , , ,8
1417, ,1,1, , , , ,6
1418,9,1,1, , , , ,7
1419,7,1,1, , , ,5,12
1420,7,1,1, , , , ,14
1421,9,1,1, , , ,3,9
1422,3,1,1, , , ,7,9
1423,3,1,1, , , , ,12
1424,1,1,1, , , , ,10
1425,5,1,2, , , , ,8
1426,2,1,1, , , ,7,7
1427,5,1,1, , , , ,13
1428, ,1,1, , , , ,1
1429,10,1,1, , , , ,7
1430,4,2, ,2,2,2, ,10
1431, ,1,1, , , , ,14
1432,10,1,1, , , , ,10
1433, ,1,1, , , , ,14
1434,7,1,1, , , ,5,7
1435,1,1,1, , , , ,7
1436,10,1,2, , , , ,8
1437,10,1,1, , , , ,10
1438,8,1,2, , , , ,7
1439,6,1,1, , , , ,12
1440, ,1,1, , , , ,7
1441, ,1,1, , , , ,8
1442,1,1,1, , , , ,9
1443, ,1,1, , , , ,10
1444,3,1,1, , , , ,10
1445,2,2, ,1,2,2, ,10
1446,10,1,2, , , , ,13
1447,7,1,1, , , , ,8
1448,2,1,1, , , ,2,10
1449,1,1,1, , , , ,6
1450,10,1,1, , , , ,7
1451,5,1,1, , , , ,10
1452,10,1,2, , , , ,7
1453,9,1,1, , , , ,10
1454, ,1,1, , , , ,4
1455,7,1,1, , , , ,8
1456,1,1,1, , , , ,11
1457,3,1,1, , , , ,12
1458,10,1,2, , , , ,4
1459, ,1,2, , , , ,8
1460,3,1,1, , , , ,14
1461, ,1,1, , , , ,7
1462,7,1,1, , , ,9,10
1463,7,1,1, , , ,12,7
1464,5,1,1, , , , ,13
1465,5,1,1, , , ,5,8
1466,9,1,1, , , , ,10
1467,6,1,1, , , , ,14
1468,5,1,1, , , , ,9
1469,10,1,2, , , , ,10
1470,1,1,1, , , , ,12
1471,5,1,1, , , , ,14
1472,10,1,2, , , , ,8
1473,1,2, ,1,2,2, ,7
1474, ,2, ,1,2,2, ,8
1475,5,1,1, , , , ,8
1476,10,1,1, , , ,17,10
1477,5,1,1, , , ,8,9
1478,5,1,1, , , , ,11
1479,1,1,1, , , , ,8
1480,1,1,1, , , , ,6
1481,7,1,1, , , , ,12
1482, ,1,1, , , , ,5
1483,1,1,2, , , , ,12
1484,3,1,1, , , , ,10
1485,5,1,1, , , , ,10
1486,3,1,1, , , ,3,6
1487, ,1,1, , , , ,6
1488, ,1,1, , , , ,8
1489,5,1,2, , , , ,10
1490,1,1,1, , , , ,12
1491,5,1,1, , , ,99,4
1492,7,1,1, , , , ,8
1493,10,1,1, , , ,5,11
1494,8,1,1, , , , ,10
1495,1,1,1, , , , ,10
1496,10,1,1, , , ,13,11
1497,1,1,2, , , , ,8
1498,7,1,2, , , , ,8
1499,4,1,1, , , , ,14
1500, ,1,2, , , , ,14
1501,5,1,1, , , , ,10
1502,2,1,1, , , , ,8
1503,4,1,1, , , , ,7
1504,5,1,2, , , , ,8
1505,1,1,1, , , , ,10
1506,4,1,2, , , , ,14
1507,5,2, ,1,2,2, ,6
1508,2,1,1, , , ,4,7
1509,5,1,1, , , , ,12
1510,10,1,1, , , , ,9
1511,5,1,1, , , ,14,10
1512,3,1,1, , , ,17,8
1513,5,1,1, , , , ,14
1514,1,1,1, , , , ,5
1515,9,1,1, , , , ,8
1516,9,1,1, , , , ,8
1517,1,1,1, , , ,14,8
1518,4,1,1, , , , ,11
1519,1,1,1, , , , ,8
1520,4,1,1, , , , ,7
1521,1,1,1, , , ,4,8
1522,9,1,1, , , ,3,7
1523,4,1,1, , , , ,8
1524,3,1,1, , , , ,8
1525,9,1,1, , , , ,12
1526,5,1,1, , , , ,7
1527,5,1,1, , , , ,12
1528, ,1,1, , , ,1,8
1529, ,1,1, , , , ,8
1530,5,1,1, , , , ,3
1531,6,1,1, , , , ,8
1532,1,1,1, , , , ,12
1533,6,1,1, , , , ,6
1534,10,1,2, , , , ,12
1535,4,1,1, , , , ,8
1536,10,1,1, , , , ,7
1537,9,1,1, , , , ,3
1538,4,1,1, , , , ,14
1539,4,1,1, , , , ,10
1540,6,1,1, , , ,11,8
1541,1,1,1, , , , ,6
1542,3,1,2, , , , ,11
1543, ,1,1, , , , ,7
1544,5,1,2, , , , ,10
1545,10,1,1, , , , ,8
1546,5,1,1, , , , ,7
1547,7,1,1, , , ,1,12
1548,3,1,1, , , , ,12
1549,5,1,1, , , ,12,12
1550,2,1,1, , , ,15,9
1551, ,1,1, , , , ,12
1552, ,1,1, , , , ,7
1553,6,1,1, , , , ,13
1554,10,1,2, , , , ,7
1555,3,1,1, , , ,2,9
1556,9,1,1, , , , ,7
1557,6,1,1, , , , ,7
1558,9,1,1, , , ,13,12
1559,1,1,1, , , , ,11
1560, ,1,1, , , , ,7
1561,5,1,2, , , , ,9
1562,1,1,1, , , , ,7
1563,4,1,1, , , , ,12
1564,5,1,1, , , , ,8
1565,2,1,1, , , , ,12
1566,5,1,2, , , , ,8
1567,9,1,1, , , , ,14
1568,4,1,1, , , , ,1
1569,7,1,1, , , ,5,14
1570,4,1,1, , , , ,13
1571,8,1,1, , , ,2,10
1572,5,1,1, , , , ,14
1573,2,1,1, , , , ,11
1574, ,1,1, , , ,6,9
1575,5,1,1, , , , ,11
1576,8,1,1, , , , ,8
1577,10,1,1, , , , ,8
1578,1,1,1, , , , ,8
1579,2,1,1, , , , ,8
1580, ,1,1, , , ,16,9
1581,2,1,1, , , ,5,8
1582,9,1,2, , , , ,9
1583,9,1,2, , , , ,8
1584,4,1,1, , , , ,8
1585,1,1,1, , , , ,12
1586,3,1,1, , , , ,8
1587,3,1,1, , , , ,11
1588,3,1,1, , , , ,10
1589,10,1,1, , , , ,8
1590, ,1,1, , , , ,8
1591,8,1,1, , , , ,8
1592,3,1,1, , , , ,8
1593,4,1,2, , , , ,8
1594,1,1,2, , , , ,12
1595, ,1,2, , , , ,10
1596,7,1,1, , , ,3,8
1597,10,1,1, , , ,12,7
1598,4,1,1, , , , ,12
1599, ,1,2, , , , ,9
1600,1,1,1, , , ,17,8
1601,4,1,1, , , ,7,12
1602,9,1,1, , , , ,8
1603,4,1,1, , , , ,8
1604, ,1,1, , , , ,6
1605,2,1,1, , , ,12,10
1606,10,1,2, , , , ,7
1607,2,1,1, , , ,12,8
1608,1,1,1, , , , ,8
1609,8,1,1, , , , ,10
1610,3,1,1, , , , ,8
1611,8,1,2, , , , ,10
1612,9,1,2, , , , ,8
1613,3,1,1, , , ,7,11
1614,5,1,1, , , , ,14
1615,9,1,1, , , , ,8
1616, ,1,1, , , , ,14
1617,4,1,1, , , , ,10
1618,10,1,1, , , ,12,11
1619,3,1,1, , , , ,8
1620,8,1,2, , , , ,10
1621,4,1,1, , , ,7,12
1622, ,2, ,2,2,2, ,8
1623,10,1,1, , , , ,7
1624,1,1,1, , , , ,10
1625,4,1,1, , , , ,8
1626,2,1,1, , , , ,12
1627,9,1,1, , , , ,1
1628, ,1,1, , , , ,14
1629,6,1,1, , , , ,12
1630,5,1,1, , , , ,8
1631,3,1,1, , , , ,13
1632,3,1,1, , , , ,8
1633, ,1,1, , , , ,12
1634,7,1,1, , , , ,8
1635,9,1,1, , , ,5,8
1636,3,1,1, , , ,4,11
1637,5,1,1, , , ,14,8
1638,9,1,1, , , , ,10
1639,6,1,1, , , , ,11
1640, ,1,1, , , ,9,10
1641,1,1,1, , , , ,9
1642,1,1,1, , , , ,8
1643,9,1,1, , , , ,11
1644, ,1,1, , , , ,10
1645,3,1,1, , , , ,3
1646,1,1,1, , , ,2,10
1647,6,1,1, , , , ,7
1648,2,1,1, , , , ,8
1649,7,1,1, , , , ,8
1650,4,1,1, , , , ,8
1651,3,1,1, , , ,13,8
1652,3,1,1, , , , ,11
1653,6,1,1, , , , ,10
1654,4,1,1, , , ,12,10
1655,1,1,1, , , , ,7
1656,9,1,1, , , ,3,7
1657,6,1,2, , , , ,7
1658, ,9, ,9,9,9, ,8
1659,9,1,2, , , , ,12
1660, ,1,1, , , , ,10
1661,3,1,2, , , , ,7
1662,4,1,1, , , , ,4
1663,10,1,1, , , , ,7
1664, ,1,2, , , , ,7
1665,1,1,1, , , , ,7
1666, ,1,1, , , , ,10
1667,6,1,1, , , , ,13
1668, ,1,1, , , , ,6
1669,10,1,1, , , , ,4
1670,5,1,1, , , ,5,10
1671,10,1,1, , , , ,8
1672,3,1,2, , , , ,8
1673,1,1,2, , , , ,8
1674,5,1,1, , , , ,14
1675,99,1,2, , , , ,10
1676,5,1,1, , , , ,14
1677,4,1,1, , , , ,12
1678,7,1,1, , , ,16,8
1679,4,1,1, , , , ,9
1680,2,1,1, , , ,5,8
1681, ,1,1, , , , ,5
1682,4,1,1, , , , ,12
1683,9,1,2, , , , ,10
1684, ,1,2, , , , ,8
1685,3,1,1, , , , ,10
1686, ,1,1, , , , ,1
1687,9,1,1, , , , ,12
1688, ,1,1, , , , ,7
1689, ,1,1, , , ,0,7
1690,6,1,1, , , ,1,4
1691,4,1,1, , , , ,10
1692,6,1,2, , , , ,10
1693,1,1,1, , , , ,6
1694, ,1,1, , , , ,8
1695,9,1,1, , , , ,10
1696, ,1,1, , , , ,6
1697,9,1,1, , , ,14,7
1698,7,1,1, , , , ,12
1699, ,1,1, , , , ,8
1700, ,1,2, , , , ,6
1701, ,1,1, , , , ,4
1702,10,1,1, , , , ,6
1703, ,1,1, , , , ,8
1704,7,1,1, , , , ,7
1705,1,1,1, , , ,8,6
1706,5,1,2, , , , ,8
1707,5,1,1, , , , ,12
1708,10,1,2, , , , ,7
1709,7,1,1, , , , ,8
1710,5,1,1, , , , ,14
1711,6,1,1, , , , ,10
1712,5,1,1, , , , ,13
1713, ,1,1, , , , ,8
1714, ,1,1, , , , ,8
1715,1,1,1, , , , ,8
1716, ,1,1, , , , ,8
1717,9,1,1, , , , ,11
1718,7,1,1, , , , ,11
1719, ,1,2, , , , ,8
1720,10,2, ,2,2,2, ,14
1721,6,1,1, , , , ,7
1722,2,1,1, , , , ,7
1723,10,1,1, , , , ,8
1724, ,1,1, , , , ,8
1725,8,1,1, , , , ,9
1726,9,1,1, , , , ,7
1727,9,1,1, , , , ,14
1728,10,1,1, , , , ,8
1729,10,1,1, , , , ,8
1730, ,1,1, , , , ,8
1731, ,1,1, , , ,12,8
1732, ,1,1, , , , ,14
1733,1,1,1, , , ,5,7
1734,4,1,1, , , , ,12
1735,6,1,1, , , ,5,7
1736,8,1,2, , , , ,7
1737, ,2, ,2,2,2, ,7
1738,7,1,1, , , , ,4
1739, ,1,1, , , ,99,3
1740,10,1,1, , , , ,6
1741,3,1,1, , , , ,8
1742,4,1,2, , , , ,10
1743,1,1,1, , , , ,11
1744, ,1,1, , , , ,12
1745,10,1,1, , , , ,1
1746,3,1,1, , , ,8,10
1747,99,1,1, , , , ,6
1748,9,1,1, , , , ,9
1749,99,1,1, , , ,3,8
1750, ,1,1, , , , ,4
1751,2,1,1, , , ,8,10
1752,10,1,2, , , , ,10
1753,8,1,1, , , , ,10
1754,9,1,1, , , ,10,14
1755,10,1,1, , , , ,8
1756,10,1,1, , , , ,10
